Fetched 0/1156 | 0.0% of days | 0.0% of MAX_TWEETS
Fetched 88/731 | 12.0% of days | 2.5% of MAX_TWEETS
Fetched 89/731 | 12.2% of days | 2.5% of MAX_TWEETS
Fetched 90/731 | 12.3% of days | 2.5% of MAX_TWEETS
Fetched 90/731 | 12.3% of days | 2.5% of MAX_TWEETS
Fetched 91/731 | 12.4% of days | 2.5% of MAX_TWEETS
Fetched 91/731 | 12.4% of days | 2.5% of MAX_TWEETS
Fetched 91/731 | 12.4% of days | 2.5% of MAX_TWEETS
Fetched 92/731 | 12.6% of days | 2.5% of MAX_TWEETS
Fetched 92/731 | 12.6% of days | 2.6% of MAX_TWEETS
Fetched 92/731 | 12.6% of days | 2.6% of MAX_TWEETS
Fetched 92/731 | 12.6% of days | 2.6% of MAX_TWEETS
Fetched 92/731 | 12.6% of days | 2.6% of MAX_TWEETS
Fetched 93/731 | 12.7% of days | 2.6% of MAX_TWEETS
Fetched 93/731 | 12.7% of days | 2.6% of MAX_TWEETS
Fetched 93/731 | 12.7% of days | 2.6% of MAX_TWEETS
Fetched 93/731 | 12.7% of days | 2.6% of MAX_TWEETS
Fetched 93/731 | 12.7% of days | 2.6% of MAX_TWEETS
Fetched 94/731 | 12.9% of days | 2.6% of MAX_TWEETS
Fetched 94/731 | 12.9% of days | 2.6% of MAX_TWEETS
Fetched 94/731 | 12.9% of days | 2.6% of MAX_TWEETS
Fetched 94/731 | 12.9% of days | 2.7% of MAX_TWEETS
Fetched 94/731 | 12.9% of days | 2.7% of MAX_TWEETS
Fetched 94/731 | 12.9% of days | 2.7% of MAX_TWEETS
Fetched 95/731 | 13.0% of days | 2.7% of MAX_TWEETS
Fetched 95/731 | 13.0% of days | 2.7% of MAX_TWEETS
Fetched 96/731 | 13.1% of days | 2.7% of MAX_TWEETS
Fetched 96/731 | 13.1% of days | 2.7% of MAX_TWEETS
Fetched 97/731 | 13.3% of days | 2.7% of MAX_TWEETS
Fetched 97/731 | 13.3% of days | 2.7% of MAX_TWEETS
Fetched 97/731 | 13.3% of days | 2.7% of MAX_TWEETS
Fetched 98/731 | 13.4% of days | 2.7% of MAX_TWEETS
Fetched 98/731 | 13.4% of days | 2.8% of MAX_TWEETS
Fetched 98/731 | 13.4% of days | 2.8% of MAX_TWEETS
Fetched 98/731 | 13.4% of days | 2.8% of MAX_TWEETS
Fetched 98/731 | 13.4% of days | 2.8% of MAX_TWEETS
Fetched 99/731 | 13.5% of days | 2.8% of MAX_TWEETS
Fetched 99/731 | 13.5% of days | 2.8% of MAX_TWEETS
Fetched 99/731 | 13.5% of days | 2.8% of MAX_TWEETS
Fetched 99/731 | 13.5% of days | 2.8% of MAX_TWEETS
Fetched 100/731 | 13.7% of days | 2.8% of MAX_TWEETS
Fetched 101/731 | 13.8% of days | 2.8% of MAX_TWEETS
Fetched 101/731 | 13.8% of days | 2.8% of MAX_TWEETS
Fetched 102/731 | 14.0% of days | 2.9% of MAX_TWEETS
Fetched 103/731 | 14.1% of days | 2.9% of MAX_TWEETS
Fetched 104/731 | 14.2% of days | 2.9% of MAX_TWEETS
Fetched 105/731 | 14.4% of days | 2.9% of MAX_TWEETS
Fetched 105/731 | 14.4% of days | 2.9% of MAX_TWEETS
Fetched 106/731 | 14.5% of days | 2.9% of MAX_TWEETS
Fetched 106/731 | 14.5% of days | 2.9% of MAX_TWEETS
Fetched 107/731 | 14.6% of days | 2.9% of MAX_TWEETS
Fetched 108/731 | 14.8% of days | 2.9% of MAX_TWEETS
Fetched 108/731 | 14.8% of days | 2.9% of MAX_TWEETS
Fetched 109/731 | 14.9% of days | 2.9% of MAX_TWEETS
Fetched 110/731 | 15.0% of days | 3.0% of MAX_TWEETS
Fetched 111/731 | 15.2% of days | 3.0% of MAX_TWEETS
Fetched 112/731 | 15.3% of days | 3.0% of MAX_TWEETS
Fetched 112/731 | 15.3% of days | 3.0% of MAX_TWEETS
Fetched 112/731 | 15.3% of days | 3.0% of MAX_TWEETS
Fetched 113/731 | 15.5% of days | 3.0% of MAX_TWEETS
Fetched 114/731 | 15.6% of days | 3.0% of MAX_TWEETS
Fetched 114/731 | 15.6% of days | 3.0% of MAX_TWEETS
Fetched 115/731 | 15.7% of days | 3.0% of MAX_TWEETS
Fetched 116/731 | 15.9% of days | 3.0% of MAX_TWEETS
Fetched 117/731 | 16.0% of days | 3.0% of MAX_TWEETS
Fetched 117/731 | 16.0% of days | 3.1% of MAX_TWEETS
Fetched 118/731 | 16.1% of days | 3.1% of MAX_TWEETS
Fetched 118/731 | 16.1% of days | 3.1% of MAX_TWEETS
Fetched 119/731 | 16.3% of days | 3.1% of MAX_TWEETS
Fetched 119/731 | 16.3% of days | 3.1% of MAX_TWEETS
Fetched 120/731 | 16.4% of days | 3.1% of MAX_TWEETS
Fetched 121/731 | 16.6% of days | 3.1% of MAX_TWEETS
Fetched 121/731 | 16.6% of days | 3.1% of MAX_TWEETS
Fetched 122/731 | 16.7% of days | 3.1% of MAX_TWEETS
Fetched 123/731 | 16.8% of days | 3.1% of MAX_TWEETS
Fetched 123/731 | 16.8% of days | 3.1% of MAX_TWEETS
Fetched 124/731 | 17.0% of days | 3.2% of MAX_TWEETS
Fetched 125/731 | 17.1% of days | 3.2% of MAX_TWEETS
Fetched 126/731 | 17.2% of days | 3.2% of MAX_TWEETS
Fetched 127/731 | 17.4% of days | 3.2% of MAX_TWEETS
Fetched 127/731 | 17.4% of days | 3.2% of MAX_TWEETS
Fetched 128/731 | 17.5% of days | 3.2% of MAX_TWEETS
Fetched 129/731 | 17.6% of days | 3.2% of MAX_TWEETS
Fetched 129/731 | 17.6% of days | 3.2% of MAX_TWEETS
Fetched 130/731 | 17.8% of days | 3.2% of MAX_TWEETS
Fetched 131/731 | 17.9% of days | 3.2% of MAX_TWEETS
Fetched 131/731 | 17.9% of days | 3.2% of MAX_TWEETS
Fetched 132/731 | 18.1% of days | 3.3% of MAX_TWEETS
Fetched 133/731 | 18.2% of days | 3.3% of MAX_TWEETS
Fetched 133/731 | 18.2% of days | 3.3% of MAX_TWEETS
Fetched 133/731 | 18.2% of days | 3.3% of MAX_TWEETS
Fetched 134/731 | 18.3% of days | 3.3% of MAX_TWEETS
Fetched 134/731 | 18.3% of days | 3.3% of MAX_TWEETS
Fetched 135/731 | 18.5% of days | 3.3% of MAX_TWEETS
Fetched 135/731 | 18.5% of days | 3.3% of MAX_TWEETS
Fetched 135/731 | 18.5% of days | 3.3% of MAX_TWEETS
Fetched 136/731 | 18.6% of days | 3.3% of MAX_TWEETS
Fetched 136/731 | 18.6% of days | 3.4% of MAX_TWEETS
Fetched 137/731 | 18.7% of days | 3.4% of MAX_TWEETS
Fetched 137/731 | 18.7% of days | 3.4% of MAX_TWEETS
Fetched 138/731 | 18.9% of days | 3.4% of MAX_TWEETS
Fetched 138/731 | 18.9% of days | 3.4% of MAX_TWEETS
Fetched 139/731 | 19.0% of days | 3.4% of MAX_TWEETS
Fetched 139/731 | 19.0% of days | 3.4% of MAX_TWEETS
Fetched 140/731 | 19.2% of days | 3.4% of MAX_TWEETS
Fetched 141/731 | 19.3% of days | 3.4% of MAX_TWEETS
Fetched 141/731 | 19.3% of days | 3.4% of MAX_TWEETS
Fetched 142/731 | 19.4% of days | 3.4% of MAX_TWEETS
Fetched 142/731 | 19.4% of days | 3.5% of MAX_TWEETS
Fetched 143/731 | 19.6% of days | 3.5% of MAX_TWEETS
Fetched 143/731 | 19.6% of days | 3.5% of MAX_TWEETS
Fetched 144/731 | 19.7% of days | 3.5% of MAX_TWEETS
Fetched 144/731 | 19.7% of days | 3.5% of MAX_TWEETS
Fetched 145/731 | 19.8% of days | 3.5% of MAX_TWEETS
Fetched 145/731 | 19.8% of days | 3.5% of MAX_TWEETS
Fetched 145/731 | 19.8% of days | 3.5% of MAX_TWEETS
Fetched 145/731 | 19.8% of days | 3.5% of MAX_TWEETS
Fetched 146/731 | 20.0% of days | 3.5% of MAX_TWEETS
Fetched 146/731 | 20.0% of days | 3.5% of MAX_TWEETS
Fetched 147/731 | 20.1% of days | 3.6% of MAX_TWEETS
Fetched 148/731 | 20.2% of days | 3.6% of MAX_TWEETS
Fetched 148/731 | 20.2% of days | 3.6% of MAX_TWEETS
Fetched 149/731 | 20.4% of days | 3.6% of MAX_TWEETS
Fetched 150/731 | 20.5% of days | 3.6% of MAX_TWEETS
Fetched 150/731 | 20.5% of days | 3.6% of MAX_TWEETS
Fetched 151/731 | 20.7% of days | 3.6% of MAX_TWEETS
Fetched 152/731 | 20.8% of days | 3.6% of MAX_TWEETS
Fetched 153/731 | 20.9% of days | 3.6% of MAX_TWEETS
Fetched 153/731 | 20.9% of days | 3.6% of MAX_TWEETS
Fetched 154/731 | 21.1% of days | 3.6% of MAX_TWEETS
Fetched 154/731 | 21.1% of days | 3.7% of MAX_TWEETS
Fetched 155/731 | 21.2% of days | 3.7% of MAX_TWEETS
Fetched 155/731 | 21.2% of days | 3.7% of MAX_TWEETS
Fetched 156/731 | 21.3% of days | 3.7% of MAX_TWEETS
Fetched 157/731 | 21.5% of days | 3.7% of MAX_TWEETS
Fetched 157/731 | 21.5% of days | 3.7% of MAX_TWEETS
Fetched 157/731 | 21.5% of days | 3.7% of MAX_TWEETS
Fetched 158/731 | 21.6% of days | 3.7% of MAX_TWEETS
Fetched 159/731 | 21.8% of days | 3.7% of MAX_TWEETS
Fetched 160/731 | 21.9% of days | 3.7% of MAX_TWEETS
Fetched 160/731 | 21.9% of days | 3.8% of MAX_TWEETS
Fetched 161/731 | 22.0% of days | 3.8% of MAX_TWEETS
Fetched 162/731 | 22.2% of days | 3.8% of MAX_TWEETS
Fetched 162/731 | 22.2% of days | 3.8% of MAX_TWEETS
Fetched 163/731 | 22.3% of days | 3.8% of MAX_TWEETS
Fetched 163/731 | 22.3% of days | 3.8% of MAX_TWEETS
Fetched 164/731 | 22.4% of days | 3.8% of MAX_TWEETS
Fetched 165/731 | 22.6% of days | 3.8% of MAX_TWEETS
Fetched 165/731 | 22.6% of days | 3.8% of MAX_TWEETS
Fetched 166/731 | 22.7% of days | 3.8% of MAX_TWEETS
Fetched 167/731 | 22.8% of days | 3.8% of MAX_TWEETS
Fetched 167/731 | 22.8% of days | 3.9% of MAX_TWEETS
Fetched 168/731 | 23.0% of days | 3.9% of MAX_TWEETS
Fetched 169/731 | 23.1% of days | 3.9% of MAX_TWEETS
Fetched 169/731 | 23.1% of days | 3.9% of MAX_TWEETS
Fetched 170/731 | 23.3% of days | 3.9% of MAX_TWEETS
Fetched 171/731 | 23.4% of days | 3.9% of MAX_TWEETS
Fetched 171/731 | 23.4% of days | 3.9% of MAX_TWEETS
Fetched 172/731 | 23.5% of days | 3.9% of MAX_TWEETS
Fetched 173/731 | 23.7% of days | 3.9% of MAX_TWEETS
Fetched 173/731 | 23.7% of days | 3.9% of MAX_TWEETS
Fetched 174/731 | 23.8% of days | 3.9% of MAX_TWEETS
Fetched 175/731 | 23.9% of days | 4.0% of MAX_TWEETS
Fetched 175/731 | 23.9% of days | 4.0% of MAX_TWEETS
Fetched 176/731 | 24.1% of days | 4.0% of MAX_TWEETS
Fetched 176/731 | 24.1% of days | 4.0% of MAX_TWEETS
Fetched 177/731 | 24.2% of days | 4.0% of MAX_TWEETS
Fetched 178/731 | 24.4% of days | 4.0% of MAX_TWEETS
Fetched 179/731 | 24.5% of days | 4.0% of MAX_TWEETS
Fetched 180/731 | 24.6% of days | 4.0% of MAX_TWEETS
Fetched 181/731 | 24.8% of days | 4.0% of MAX_TWEETS
Fetched 181/731 | 24.8% of days | 4.0% of MAX_TWEETS
Fetched 182/731 | 24.9% of days | 4.0% of MAX_TWEETS
Fetched 183/731 | 25.0% of days | 4.1% of MAX_TWEETS
Fetched 183/731 | 25.0% of days | 4.1% of MAX_TWEETS
Fetched 184/731 | 25.2% of days | 4.1% of MAX_TWEETS
Fetched 184/731 | 25.2% of days | 4.1% of MAX_TWEETS
Fetched 185/731 | 25.3% of days | 4.1% of MAX_TWEETS
Fetched 185/731 | 25.3% of days | 4.1% of MAX_TWEETS
Fetched 186/731 | 25.4% of days | 4.1% of MAX_TWEETS
Fetched 186/731 | 25.4% of days | 4.1% of MAX_TWEETS
Fetched 186/731 | 25.4% of days | 4.1% of MAX_TWEETS
Fetched 187/731 | 25.6% of days | 4.1% of MAX_TWEETS
Fetched 187/731 | 25.6% of days | 4.2% of MAX_TWEETS
Fetched 188/731 | 25.7% of days | 4.2% of MAX_TWEETS
Fetched 188/731 | 25.7% of days | 4.2% of MAX_TWEETS
Fetched 189/731 | 25.9% of days | 4.2% of MAX_TWEETS
Fetched 189/731 | 25.9% of days | 4.2% of MAX_TWEETS
Fetched 190/731 | 26.0% of days | 4.2% of MAX_TWEETS
Fetched 190/731 | 26.0% of days | 4.2% of MAX_TWEETS
Fetched 190/731 | 26.0% of days | 4.2% of MAX_TWEETS
Fetched 191/731 | 26.1% of days | 4.2% of MAX_TWEETS
Fetched 191/731 | 26.1% of days | 4.2% of MAX_TWEETS
Fetched 191/731 | 26.1% of days | 4.2% of MAX_TWEETS
Fetched 191/731 | 26.1% of days | 4.3% of MAX_TWEETS
Fetched 191/731 | 26.1% of days | 4.3% of MAX_TWEETS
Fetched 192/731 | 26.3% of days | 4.3% of MAX_TWEETS
Fetched 192/731 | 26.3% of days | 4.3% of MAX_TWEETS
Fetched 192/731 | 26.3% of days | 4.3% of MAX_TWEETS
Fetched 193/731 | 26.4% of days | 4.3% of MAX_TWEETS
Fetched 193/731 | 26.4% of days | 4.3% of MAX_TWEETS
Fetched 194/731 | 26.5% of days | 4.3% of MAX_TWEETS
Rate limit exceeded. Sleeping for 293 seconds.
Fetched 195/731 | 26.7% of days | 4.3% of MAX_TWEETS
Fetched 195/731 | 26.7% of days | 4.3% of MAX_TWEETS
Fetched 195/731 | 26.7% of days | 4.3% of MAX_TWEETS
Fetched 196/731 | 26.8% of days | 4.4% of MAX_TWEETS
Fetched 196/731 | 26.8% of days | 4.4% of MAX_TWEETS
Fetched 196/731 | 26.8% of days | 4.4% of MAX_TWEETS
Fetched 197/731 | 26.9% of days | 4.4% of MAX_TWEETS
Fetched 197/731 | 26.9% of days | 4.4% of MAX_TWEETS
Fetched 198/731 | 27.1% of days | 4.4% of MAX_TWEETS
Fetched 199/731 | 27.2% of days | 4.4% of MAX_TWEETS
Fetched 200/731 | 27.4% of days | 4.4% of MAX_TWEETS
Fetched 201/731 | 27.5% of days | 4.4% of MAX_TWEETS
Fetched 201/731 | 27.5% of days | 4.4% of MAX_TWEETS
Fetched 202/731 | 27.6% of days | 4.5% of MAX_TWEETS
Fetched 203/731 | 27.8% of days | 4.5% of MAX_TWEETS
Fetched 204/731 | 27.9% of days | 4.5% of MAX_TWEETS
Fetched 204/731 | 27.9% of days | 4.5% of MAX_TWEETS
Fetched 205/731 | 28.0% of days | 4.5% of MAX_TWEETS
Fetched 206/731 | 28.2% of days | 4.5% of MAX_TWEETS
Fetched 207/731 | 28.3% of days | 4.5% of MAX_TWEETS
Fetched 208/731 | 28.5% of days | 4.5% of MAX_TWEETS
Fetched 208/731 | 28.5% of days | 4.5% of MAX_TWEETS
Fetched 209/731 | 28.6% of days | 4.5% of MAX_TWEETS
Fetched 210/731 | 28.7% of days | 4.5% of MAX_TWEETS
Fetched 210/731 | 28.7% of days | 4.6% of MAX_TWEETS
Fetched 211/731 | 28.9% of days | 4.6% of MAX_TWEETS
Fetched 212/731 | 29.0% of days | 4.6% of MAX_TWEETS
Fetched 212/731 | 29.0% of days | 4.6% of MAX_TWEETS
Fetched 213/731 | 29.1% of days | 4.6% of MAX_TWEETS
Fetched 213/731 | 29.1% of days | 4.6% of MAX_TWEETS
Fetched 214/731 | 29.3% of days | 4.6% of MAX_TWEETS
Fetched 214/731 | 29.3% of days | 4.6% of MAX_TWEETS
Fetched 215/731 | 29.4% of days | 4.6% of MAX_TWEETS
Fetched 216/731 | 29.5% of days | 4.6% of MAX_TWEETS
Fetched 216/731 | 29.5% of days | 4.6% of MAX_TWEETS
Fetched 217/731 | 29.7% of days | 4.7% of MAX_TWEETS
Fetched 218/731 | 29.8% of days | 4.7% of MAX_TWEETS
Fetched 219/731 | 30.0% of days | 4.7% of MAX_TWEETS
Fetched 219/731 | 30.0% of days | 4.7% of MAX_TWEETS
Fetched 220/731 | 30.1% of days | 4.7% of MAX_TWEETS
Fetched 221/731 | 30.2% of days | 4.7% of MAX_TWEETS
Fetched 222/731 | 30.4% of days | 4.7% of MAX_TWEETS
Fetched 223/731 | 30.5% of days | 4.7% of MAX_TWEETS
Fetched 223/731 | 30.5% of days | 4.7% of MAX_TWEETS
Fetched 224/731 | 30.6% of days | 4.7% of MAX_TWEETS
Fetched 224/731 | 30.6% of days | 4.7% of MAX_TWEETS
Fetched 225/731 | 30.8% of days | 4.8% of MAX_TWEETS
Fetched 225/731 | 30.8% of days | 4.8% of MAX_TWEETS
Fetched 226/731 | 30.9% of days | 4.8% of MAX_TWEETS
Fetched 227/731 | 31.1% of days | 4.8% of MAX_TWEETS
Fetched 227/731 | 31.1% of days | 4.8% of MAX_TWEETS
Fetched 228/731 | 31.2% of days | 4.8% of MAX_TWEETS
Fetched 228/731 | 31.2% of days | 4.8% of MAX_TWEETS
Fetched 229/731 | 31.3% of days | 4.8% of MAX_TWEETS
Fetched 230/731 | 31.5% of days | 4.8% of MAX_TWEETS
Fetched 230/731 | 31.5% of days | 4.8% of MAX_TWEETS
Fetched 231/731 | 31.6% of days | 4.9% of MAX_TWEETS
Fetched 231/731 | 31.6% of days | 4.9% of MAX_TWEETS
Fetched 232/731 | 31.7% of days | 4.9% of MAX_TWEETS
Fetched 232/731 | 31.7% of days | 4.9% of MAX_TWEETS
Fetched 233/731 | 31.9% of days | 4.9% of MAX_TWEETS
Fetched 233/731 | 31.9% of days | 4.9% of MAX_TWEETS
Fetched 234/731 | 32.0% of days | 4.9% of MAX_TWEETS
Fetched 234/731 | 32.0% of days | 4.9% of MAX_TWEETS
Fetched 235/731 | 32.1% of days | 4.9% of MAX_TWEETS
Fetched 235/731 | 32.1% of days | 4.9% of MAX_TWEETS
Fetched 236/731 | 32.3% of days | 4.9% of MAX_TWEETS
Fetched 236/731 | 32.3% of days | 5.0% of MAX_TWEETS
Fetched 237/731 | 32.4% of days | 5.0% of MAX_TWEETS
Fetched 237/731 | 32.4% of days | 5.0% of MAX_TWEETS
Fetched 238/731 | 32.6% of days | 5.0% of MAX_TWEETS
Fetched 238/731 | 32.6% of days | 5.0% of MAX_TWEETS
Fetched 239/731 | 32.7% of days | 5.0% of MAX_TWEETS
Fetched 239/731 | 32.7% of days | 5.0% of MAX_TWEETS
Fetched 240/731 | 32.8% of days | 5.0% of MAX_TWEETS
Fetched 241/731 | 33.0% of days | 5.0% of MAX_TWEETS
Fetched 242/731 | 33.1% of days | 5.0% of MAX_TWEETS
Fetched 243/731 | 33.2% of days | 5.0% of MAX_TWEETS
Fetched 244/731 | 33.4% of days | 5.1% of MAX_TWEETS
Fetched 245/731 | 33.5% of days | 5.1% of MAX_TWEETS
Fetched 245/731 | 33.5% of days | 5.1% of MAX_TWEETS
Fetched 246/731 | 33.7% of days | 5.1% of MAX_TWEETS
Fetched 246/731 | 33.7% of days | 5.1% of MAX_TWEETS
Fetched 247/731 | 33.8% of days | 5.1% of MAX_TWEETS
Fetched 248/731 | 33.9% of days | 5.1% of MAX_TWEETS
Fetched 249/731 | 34.1% of days | 5.1% of MAX_TWEETS
Fetched 250/731 | 34.2% of days | 5.1% of MAX_TWEETS
Fetched 251/731 | 34.3% of days | 5.1% of MAX_TWEETS
Fetched 252/731 | 34.5% of days | 5.1% of MAX_TWEETS
Fetched 253/731 | 34.6% of days | 5.2% of MAX_TWEETS
Fetched 254/731 | 34.7% of days | 5.2% of MAX_TWEETS
Fetched 254/731 | 34.7% of days | 5.2% of MAX_TWEETS
Fetched 255/731 | 34.9% of days | 5.2% of MAX_TWEETS
Fetched 256/731 | 35.0% of days | 5.2% of MAX_TWEETS
Fetched 257/731 | 35.2% of days | 5.2% of MAX_TWEETS
Fetched 258/731 | 35.3% of days | 5.2% of MAX_TWEETS
Fetched 259/731 | 35.4% of days | 5.2% of MAX_TWEETS
Fetched 260/731 | 35.6% of days | 5.2% of MAX_TWEETS
Fetched 261/731 | 35.7% of days | 5.2% of MAX_TWEETS
Fetched 262/731 | 35.8% of days | 5.2% of MAX_TWEETS
Fetched 262/731 | 35.8% of days | 5.3% of MAX_TWEETS
Fetched 264/731 | 36.1% of days | 5.3% of MAX_TWEETS
Fetched 265/731 | 36.3% of days | 5.3% of MAX_TWEETS
Fetched 266/731 | 36.4% of days | 5.3% of MAX_TWEETS
Fetched 266/731 | 36.4% of days | 5.3% of MAX_TWEETS
Fetched 267/731 | 36.5% of days | 5.3% of MAX_TWEETS
Fetched 268/731 | 36.7% of days | 5.3% of MAX_TWEETS
Fetched 269/731 | 36.8% of days | 5.3% of MAX_TWEETS
Fetched 270/731 | 36.9% of days | 5.3% of MAX_TWEETS
Fetched 271/731 | 37.1% of days | 5.3% of MAX_TWEETS
Fetched 272/731 | 37.2% of days | 5.4% of MAX_TWEETS
Fetched 273/731 | 37.3% of days | 5.4% of MAX_TWEETS
Fetched 274/731 | 37.5% of days | 5.4% of MAX_TWEETS
Fetched 274/731 | 37.5% of days | 5.4% of MAX_TWEETS
Fetched 276/731 | 37.8% of days | 5.4% of MAX_TWEETS
Fetched 276/731 | 37.8% of days | 5.4% of MAX_TWEETS
Fetched 277/731 | 37.9% of days | 5.4% of MAX_TWEETS
Fetched 279/731 | 38.2% of days | 5.4% of MAX_TWEETS
Fetched 280/731 | 38.3% of days | 5.4% of MAX_TWEETS
Fetched 281/731 | 38.4% of days | 5.4% of MAX_TWEETS
Fetched 282/731 | 38.6% of days | 5.4% of MAX_TWEETS
Fetched 283/731 | 38.7% of days | 5.5% of MAX_TWEETS
Fetched 284/731 | 38.9% of days | 5.5% of MAX_TWEETS
Fetched 285/731 | 39.0% of days | 5.5% of MAX_TWEETS
Fetched 286/731 | 39.1% of days | 5.5% of MAX_TWEETS
Fetched 287/731 | 39.3% of days | 5.5% of MAX_TWEETS
Fetched 288/731 | 39.4% of days | 5.5% of MAX_TWEETS
Fetched 289/731 | 39.5% of days | 5.5% of MAX_TWEETS
Fetched 290/731 | 39.7% of days | 5.5% of MAX_TWEETS
Fetched 291/731 | 39.8% of days | 5.5% of MAX_TWEETS
Fetched 292/731 | 39.9% of days | 5.5% of MAX_TWEETS
Fetched 293/731 | 40.1% of days | 5.5% of MAX_TWEETS
Fetched 294/731 | 40.2% of days | 5.6% of MAX_TWEETS
Fetched 295/731 | 40.4% of days | 5.6% of MAX_TWEETS
Fetched 295/731 | 40.4% of days | 5.6% of MAX_TWEETS
Fetched 296/731 | 40.5% of days | 5.6% of MAX_TWEETS
Fetched 297/731 | 40.6% of days | 5.6% of MAX_TWEETS
Fetched 297/731 | 40.6% of days | 5.6% of MAX_TWEETS
Fetched 298/731 | 40.8% of days | 5.6% of MAX_TWEETS
Fetched 299/731 | 40.9% of days | 5.6% of MAX_TWEETS
Fetched 300/731 | 41.0% of days | 5.6% of MAX_TWEETS
Fetched 301/731 | 41.2% of days | 5.6% of MAX_TWEETS
Fetched 302/731 | 41.3% of days | 5.7% of MAX_TWEETS
Fetched 302/731 | 41.3% of days | 5.7% of MAX_TWEETS
Fetched 303/731 | 41.5% of days | 5.7% of MAX_TWEETS
Fetched 304/731 | 41.6% of days | 5.7% of MAX_TWEETS
Fetched 304/731 | 41.6% of days | 5.7% of MAX_TWEETS
Fetched 305/731 | 41.7% of days | 5.7% of MAX_TWEETS
Fetched 306/731 | 41.9% of days | 5.7% of MAX_TWEETS
Fetched 307/731 | 42.0% of days | 5.7% of MAX_TWEETS
Fetched 308/731 | 42.1% of days | 5.7% of MAX_TWEETS
Fetched 308/731 | 42.1% of days | 5.7% of MAX_TWEETS
Fetched 309/731 | 42.3% of days | 5.7% of MAX_TWEETS
Fetched 310/731 | 42.4% of days | 5.8% of MAX_TWEETS
Fetched 310/731 | 42.4% of days | 5.8% of MAX_TWEETS
Fetched 311/731 | 42.5% of days | 5.8% of MAX_TWEETS
Fetched 312/731 | 42.7% of days | 5.8% of MAX_TWEETS
Fetched 312/731 | 42.7% of days | 5.8% of MAX_TWEETS
Fetched 312/731 | 42.7% of days | 5.8% of MAX_TWEETS
Fetched 313/731 | 42.8% of days | 5.8% of MAX_TWEETS
Fetched 313/731 | 42.8% of days | 5.8% of MAX_TWEETS
Fetched 313/731 | 42.8% of days | 5.8% of MAX_TWEETS
Fetched 314/731 | 43.0% of days | 5.8% of MAX_TWEETS
Fetched 314/731 | 43.0% of days | 5.8% of MAX_TWEETS
Fetched 314/731 | 43.0% of days | 5.9% of MAX_TWEETS
Fetched 314/731 | 43.0% of days | 5.9% of MAX_TWEETS
Fetched 315/731 | 43.1% of days | 5.9% of MAX_TWEETS
Fetched 315/731 | 43.1% of days | 5.9% of MAX_TWEETS
Fetched 316/731 | 43.2% of days | 5.9% of MAX_TWEETS
Fetched 317/731 | 43.4% of days | 5.9% of MAX_TWEETS
Fetched 317/731 | 43.4% of days | 5.9% of MAX_TWEETS
Fetched 317/731 | 43.4% of days | 5.9% of MAX_TWEETS
Fetched 318/731 | 43.5% of days | 5.9% of MAX_TWEETS
Fetched 318/731 | 43.5% of days | 5.9% of MAX_TWEETS
Fetched 319/731 | 43.6% of days | 5.9% of MAX_TWEETS
Fetched 320/731 | 43.8% of days | 6.0% of MAX_TWEETS
Fetched 320/731 | 43.8% of days | 6.0% of MAX_TWEETS
Fetched 321/731 | 43.9% of days | 6.0% of MAX_TWEETS
Fetched 322/731 | 44.0% of days | 6.0% of MAX_TWEETS
Fetched 322/731 | 44.0% of days | 6.0% of MAX_TWEETS
Fetched 323/731 | 44.2% of days | 6.0% of MAX_TWEETS
Fetched 323/731 | 44.2% of days | 6.0% of MAX_TWEETS
Fetched 324/731 | 44.3% of days | 6.0% of MAX_TWEETS
Fetched 324/731 | 44.3% of days | 6.0% of MAX_TWEETS
Fetched 324/731 | 44.3% of days | 6.0% of MAX_TWEETS
Fetched 325/731 | 44.5% of days | 6.1% of MAX_TWEETS
Fetched 325/731 | 44.5% of days | 6.1% of MAX_TWEETS
Fetched 326/731 | 44.6% of days | 6.1% of MAX_TWEETS
Fetched 326/731 | 44.6% of days | 6.1% of MAX_TWEETS
Fetched 327/731 | 44.7% of days | 6.1% of MAX_TWEETS
Fetched 327/731 | 44.7% of days | 6.1% of MAX_TWEETS
Fetched 328/731 | 44.9% of days | 6.1% of MAX_TWEETS
Fetched 328/731 | 44.9% of days | 6.1% of MAX_TWEETS
Fetched 328/731 | 44.9% of days | 6.1% of MAX_TWEETS
Fetched 329/731 | 45.0% of days | 6.1% of MAX_TWEETS
Fetched 329/731 | 45.0% of days | 6.1% of MAX_TWEETS
Fetched 329/731 | 45.0% of days | 6.2% of MAX_TWEETS
Fetched 330/731 | 45.1% of days | 6.2% of MAX_TWEETS
Fetched 330/731 | 45.1% of days | 6.2% of MAX_TWEETS
Fetched 330/731 | 45.1% of days | 6.2% of MAX_TWEETS
Fetched 331/731 | 45.3% of days | 6.2% of MAX_TWEETS
Fetched 331/731 | 45.3% of days | 6.2% of MAX_TWEETS
Fetched 331/731 | 45.3% of days | 6.2% of MAX_TWEETS
Fetched 331/731 | 45.3% of days | 6.2% of MAX_TWEETS
Fetched 332/731 | 45.4% of days | 6.2% of MAX_TWEETS
Fetched 332/731 | 45.4% of days | 6.2% of MAX_TWEETS
Fetched 332/731 | 45.4% of days | 6.2% of MAX_TWEETS
Fetched 333/731 | 45.6% of days | 6.3% of MAX_TWEETS
Fetched 333/731 | 45.6% of days | 6.3% of MAX_TWEETS
